,Ticker,Year,Highest,Lowest,Open,Close,Yearly Return (%),Yearly Moving (%),Name,Identifier,SEDOL,Weight,Sector,Shares Held,Local Currency
35,NVDA,2018,73.19000244140625,31.114999771118164,48.94499969482422,33.375,-31.81121624661221,135.22417798422518,NVIDIA Corporation,67066G10,2379504,1.923625,Information Technology,27105582.0,USD
36,NVDA,2019,60.45249938964844,31.92250061035156,32.65999984741211,58.82500076293945,80.11329160370644,89.37269397387188,NVIDIA Corporation,67066G10,2379504,1.923625,Information Technology,27105582.0,USD
37,NVDA,2020,147.2675018310547,45.16999816894531,59.6875,130.5500030517578,118.7225182018979,226.02946159139344,NVIDIA Corporation,67066G10,2379504,1.923625,Information Technology,27105582.0,USD
38,NVDA,2021,346.4700012207031,115.66500091552734,131.04249572753906,294.1099853515625,124.4386324594047,199.54610165415352,NVIDIA Corporation,67066G10,2379504,1.923625,Information Technology,27105582.0,USD
39,NVDA,2022,307.1099853515625,108.12999725341795,298.1499938964844,146.13999938964844,-50.984403024879065,184.01922977192606,NVIDIA Corporation,67066G10,2379504,1.923625,Information Technology,27105582.0,USD
40,GOOGL,2013,28.05305290222168,17.405405044555664,18.003503799438477,28.045795440673828,55.77965130070163,61.17437560579238,Alphabet Inc. Class A,02079K30,BYVY8G0,1.825088,Communication Services,65626300.0,USD
41,GOOGL,2014,30.75275230407715,24.85950088500977,27.91441345214844,26.53300094604492,-4.94874272916955,23.706233871416938,Alphabet Inc. Class A,02079K30,BYVY8G0,1.825088,Communication Services,65626300.0,USD
42,GOOGL,2015,39.93450164794922,24.545499801635746,26.6299991607666,38.9005012512207,46.07774118345436,62.695817851254056,Alphabet Inc. Class A,02079K30,BYVY8G0,1.825088,Communication Services,65626300.0,USD
43,GOOGL,2016,41.95000076293945,33.632999420166016,38.11000061035156,39.622501373291016,3.968776538220844,24.72869350387657,Alphabet Inc. Class A,02079K30,BYVY8G0,1.825088,Communication Services,65626300.0,USD
44,GOOGL,2017,54.324501037597656,39.84450149536133,40.03099822998047,52.66999816894531,31.573032144622115,36.34127420046171,Alphabet Inc. Class A,02079K30,BYVY8G0,1.825088,Communication Services,65626300.0,USD
45,GOOGL,2018,64.5719985961914,48.882999420166016,52.6510009765625,52.24800109863281,-0.7654173148751382,32.09500104765075,Alphabet Inc. Class A,02079K30,BYVY8G0,1.825088,Communication Services,65626300.0,USD
46,GOOGL,2019,68.35250091552734,51.118499755859375,51.36000061035156,66.96949768066406,30.392322595039882,33.713824235799386,Alphabet Inc. Class A,02079K30,BYVY8G0,1.825088,Communication Services,65626300.0,USD
47,GOOGL,2020,92.19149780273438,50.44350051879883,67.42050170898438,87.63200378417969,29.978273022109462,82.76189569432692,Alphabet Inc. Class A,02079K30,BYVY8G0,1.825088,Communication Services,65626300.0,USD
48,GOOGL,2021,150.9665069580078,84.80500030517578,88.0,144.8520050048828,64.6045511419123,78.01604435439651,Alphabet Inc. Class A,02079K30,BYVY8G0,1.825088,Communication Services,65626300.0,USD
49,GOOGL,2022,151.54649353027344,83.33999633789062,145.05499267578125,88.2300033569336,-39.17479038164489,81.84125292716463,Alphabet Inc. Class A,02079K30,BYVY8G0,1.825088,Communication Services,65626300.0,USD
50,GOOG,2013,27.92034721374512,17.323068618774414,17.918338775634766,27.913124084472656,55.77964248800079,61.17437290230194,Alphabet Inc. Class C,02079K10,BYY88Y7,1.603189,Communication Services,57209972.0,USD
51,GOOG,2014,30.607276916503903,24.383056640625,27.782365798950195,26.247936248779297,-5.523034147901399,25.52682531815404,Alphabet Inc. Class C,02079K10,BYY88Y7,1.603189,Communication Services,57209972.0,USD
52,GOOG,2015,38.999000549316406,24.31125259399414,26.37807846069336,37.94400024414063,43.84671840551974,60.41543066748741,Alphabet Inc. Class C,02079K10,BYY88Y7,1.603189,Communication Services,57209972.0,USD
53,GOOG,2016,40.83399963378906,33.15299987792969,37.150001525878906,38.59099960327149,3.878864113609195,23.168340072213798,Alphabet Inc. Class C,02079K10,BYY88Y7,1.603189,Communication Services,57209972.0,USD
54,GOOG,2017,53.92449951171875,38.790000915527344,38.94049835205078,52.31999969482422,34.35883439860706,39.016494557836374,Alphabet Inc. Class C,02079K10,BYY88Y7,1.603189,Communication Services,57209972.0,USD
55,GOOG,2018,63.69449996948242,48.50550079345703,52.41699981689453,51.78049850463867,-1.2143032117048191,31.31397249293889,Alphabet Inc. Class C,02079K10,BYY88Y7,1.603189,Communication Services,57209972.0,USD
56,GOOG,2019,68.25,50.70349884033203,50.82849884033203,66.85099792480469,31.52266828655369,34.606095360248844,Alphabet Inc. Class C,02079K10,BYY88Y7,1.603189,Communication Services,57209972.0,USD
57,GOOG,2020,92.36000061035156,50.67679977416992,67.07749938964844,87.59400177001953,30.586265986440825,82.25302509616571,Alphabet Inc. Class C,02079K10,BYY88Y7,1.603189,Communication Services,57209972.0,USD
58,GOOG,2021,151.85000610351562,84.94999694824219,87.87699890136719,144.67950439453125,64.63864970732442,78.75222078705178,Alphabet Inc. Class C,02079K10,BYY88Y7,1.603189,Communication Services,57209972.0,USD
59,GOOG,2022,152.10000610351562,83.44999694824219,144.47549438476562,88.7300033569336,-38.58473803133092,82.26484321845084,Alphabet Inc. Class C,02079K10,BYY88Y7,1.603189,Communication Services,57209972.0,USD
60,XOM,2013,101.73999786376952,84.79000091552734,87.79000091552734,101.1999969482422,15.275083600486719,19.99056111006383,Exxon Mobil Corporation,30231G10,2326618,1.407509,Energy,45374390.0,USD
61,XOM,2014,104.76000213623048,86.19000244140625,100.5999984741211,92.4499969482422,-8.101393289757796,21.545421938522978,Exxon Mobil Corporation,30231G10,2326618,1.407509,Energy,45374390.0,USD
62,XOM,2015,93.4499969482422,66.55000305175781,92.25,77.94999694824219,-15.501358321688684,40.420725263623964,Exxon Mobil Corporation,30231G10,2326618,1.407509,Energy,45374390.0,USD
63,XOM,2016,95.5500030517578,71.55000305175781,77.5,90.26000213623048,16.464518885458688,33.54297550852496,Exxon Mobil Corporation,30231G10,2326618,1.407509,Energy,45374390.0,USD
64,XOM,2017,91.33999633789062,76.05000305175781,90.94000244140624,83.63999938964844,-8.027273868242174,20.105184316333045,Exxon Mobil Corporation,30231G10,2326618,1.407509,Energy,45374390.0,USD
65,XOM,2018,89.30000305175781,64.6500015258789,83.81999969482422,68.19000244140625,-18.64709772169458,38.1283850643247,Exxon Mobil Corporation,30231G10,2326618,1.407509,Energy,45374390.0,USD
66,XOM,2019,83.48999786376953,66.30999755859375,67.3499984741211,69.77999877929688,3.6080183522342573,25.90861248335133,Exxon Mobil Corporation,30231G10,2326618,1.407509,Energy,45374390.0,USD
67,XOM,2020,71.37000274658203,30.11000061035156,70.23999786376953,41.220001220703125,-41.315486226737484,137.030891065627,Exxon Mobil Corporation,30231G10,2326618,1.407509,Energy,45374390.0,USD
68,XOM,2021,66.37999725341797,41.0,41.45000076293945,61.18999862670898,47.623636912979514,61.902432325409684,Exxon Mobil Corporation,30231G10,2326618,1.407509,Energy,45374390.0,USD
69,XOM,2022,114.66000366210938,61.209999084472656,61.2400016784668,110.3000030517578,80.11103858369337,87.32234173680222,Exxon Mobil Corporation,30231G10,2326618,1.407509,Energy,45374390.0,USD
70,META,2013,58.58000183105469,22.670000076293945,27.440000534057617,54.650001525878906,99.16180926472337,158.40318321088972,Meta Platforms Inc. Class A,30303M10,B7TL820,1.369542,Communication Services,24524556.0,USD
71,META,2014,82.16999816894531,51.84999847412109,54.83000183105469,78.0199966430664,42.294353524674406,58.47637528853019,Meta Platforms Inc. Class A,30303M10,B7TL820,1.369542,Communication Services,24524556.0,USD
72,META,2015,110.6500015258789,72.0,78.58000183105469,104.66000366210938,33.18910819972508,53.68055767483182,Meta Platforms Inc. Class A,30303M10,B7TL820,1.369542,Communication Services,24524556.0,USD
73,META,2016,133.5,89.37000274658203,101.9499969482422,115.0500030517578,12.849442369445274,49.378981646171795,Meta Platforms Inc. Class A,30303M10,B7TL820,1.369542,Communication Services,24524556.0,USD
74,META,2017,184.25,115.51000213623048,116.02999877929688,176.4600067138672,52.08136565571764,59.509996184312044,Meta Platforms Inc. Class A,30303M10,B7TL820,1.369542,Communication Services,24524556.0,USD
75,META,2018,218.6199951171875,123.0199966430664,177.67999267578125,131.08999633789062,-26.221295733000723,77.71094219055911,Meta Platforms Inc. Class A,30303M10,B7TL820,1.369542,Communication Services,24524556.0,USD
76,META,2019,208.92999267578125,128.55999755859375,128.99000549316406,205.25,59.12085530601625,62.51555432750945,Meta Platforms Inc. Class A,30303M10,B7TL820,1.369542,Communication Services,24524556.0,USD
77,META,2020,304.6700134277344,137.10000610351562,206.75,273.1600036621094,32.120920755554714,122.22465343852511,Meta Platforms Inc. Class A,30303M10,B7TL820,1.369542,Communication Services,24524556.0,USD
78,META,2021,384.3299865722656,244.6100006103516,274.7799987792969,336.3500061035156,22.407019287336027,57.1194904596232,Meta Platforms Inc. Class A,30303M10,B7TL820,1.369542,Communication Services,24524556.0,USD
79,META,2022,343.0899963378906,88.08999633789062,338.29998779296875,120.33999633789062,-64.42802226421134,289.47668362010756,Meta Platforms Inc. Class A,30303M10,B7TL820,1.369542,Communication Services,24524556.0,USD
80,UNH,2013,75.87999725341797,51.36000061035156,54.880001068115234,75.30000305175781,37.208457700826116,47.741425918372016,UnitedHealth Group Incorporated,91324P10,2917766,1.321027,Health Care,10295166.0,USD
81,UNH,2014,104.0,69.56999969482422,74.91000366210938,101.08999633789062,34.9485935067755,49.48972323732418,UnitedHealth Group Incorporated,91324P10,2917766,1.321027,Health Care,10295166.0,USD
82,UNH,2015,126.20999908447266,95.0,101.5,117.63999938964844,15.901477231180728,32.852630615234375,UnitedHealth Group Incorporated,91324P10,2917766,1.321027,Health Care,10295166.0,USD
83,UNH,2016,164.0,107.51000213623048,116.91000366210938,160.0399932861328,36.89161600634001,52.54394636899797,UnitedHealth Group Incorporated,91324P10,2917766,1.321027,Health Care,10295166.0,USD
84,UNH,2017,231.7700042724609,156.08999633789062,161.1300048828125,220.4600067138672,36.82120029364148,48.484854705707406,UnitedHealth Group Incorporated,91324P10,2917766,1.321027,Health Care,10295166.0,USD
85,UNH,2018,287.94000244140625,208.47999572753903,221.0200042724609,249.1199951171875,12.713777170181626,38.11397176816567,UnitedHealth Group Incorporated,91324P10,2917766,1.321027,Health Care,10295166.0,USD
86,UNH,2019,300.0,208.07000732421875,245.0,293.9800109863281,19.99184121890944,44.18224128407615,UnitedHealth Group Incorporated,91324P10,2917766,1.321027,Health Care,10295166.0,USD
87,UNH,2020,367.9500122070313,187.72000122070312,293.9800109863281,350.67999267578125,19.287019379045475,96.01002014400748,UnitedHealth Group Incorporated,91324P10,2917766,1.321027,Health Care,10295166.0,USD
88,UNH,2021,509.2300109863281,320.3500061035156,351.45001220703125,502.1400146484375,42.87665306798686,58.9605123409235,UnitedHealth Group Incorporated,91324P10,2917766,1.321027,Health Care,10295166.0,USD
89,UNH,2022,558.0999755859375,445.739990234375,500.0,530.1799926757812,6.03599853515625,25.207517344917242,UnitedHealth Group Incorporated,91324P10,2917766,1.321027,Health Care,10295166.0,USD
90,TSLA,2013,12.966667175292969,2.140666961669922,2.3333330154418945,10.028667449951172,329.8000921249515,505.730242371646,Tesla Inc.,88160R10,B616C79,1.264166,Consumer Discretionary,29634272.0,USD
91,TSLA,2014,19.42799949645996,9.111332893371582,9.986666679382324,14.827333450317385,48.47129604243941,113.22895040519995,Tesla Inc.,88160R10,B616C79,1.264166,Consumer Discretionary,29634272.0,USD
92,TSLA,2015,19.11000061035156,12.09333324432373,14.857999801635742,16.000667572021484,7.690589484729593,58.020954390893465,Tesla Inc.,88160R10,B616C79,1.264166,Consumer Discretionary,29634272.0,USD
93,TSLA,2016,17.95599937438965,9.403332710266112,15.381333351135254,14.246000289916992,-7.381239553815833,90.95356856602704,Tesla Inc.,88160R10,B616C79,1.264166,Consumer Discretionary,29634272.0,USD
94,TSLA,2017,25.974000930786133,14.064000129699709,14.324000358581545,20.75666618347168,44.90830538855934,84.68430525633622,Tesla Inc.,88160R10,B616C79,1.264166,Consumer Discretionary,29634272.0,USD
95,TSLA,2018,25.83066749572754,16.305999755859375,20.799999237060547,22.18666648864746,6.666669723315229,58.412043925399814,Tesla Inc.,88160R10,B616C79,1.264166,Consumer Discretionary,29634272.0,USD
96,TSLA,2019,29.020666122436523,11.79933261871338,20.406667709350582,27.8886661529541,36.66447922889035,145.95175896991526,Tesla Inc.,88160R10,B616C79,1.264166,Consumer Discretionary,29634272.0,USD
97,TSLA,2020,239.5733337402344,23.367332458496094,28.299999237060547,235.22332763671875,731.1778585798677,925.2489631229956,Tesla Inc.,88160R10,B616C79,1.264166,Consumer Discretionary,29634272.0,USD
98,TSLA,2021,414.4966735839844,179.8300018310547,239.82000732421875,352.260009765625,46.885163459025236,130.49361583913708,Tesla Inc.,88160R10,B616C79,1.264166,Consumer Discretionary,29634272.0,USD
99,TSLA,2022,402.6666564941406,108.23999786376952,382.5833435058594,123.18000030517578,-67.80309378437714,272.01280898114527,Tesla Inc.,88160R10,B616C79,1.264166,Consumer Discretionary,29634272.0,USD
100,JNJ,2013,95.98999786376952,70.30000305175781,71.0199966430664,91.58999633789062,28.963673144347357,36.54337652460364,Johnson & Johnson,47816010,2475833,1.237452,Health Care,28807780.0,USD
101,JNJ,2014,109.48999786376952,86.08999633789062,91.13999938964844,104.56999969482422,14.735572081538924,27.180860171067163,Johnson & Johnson,47816010,2475833,1.237452,Health Care,28807780.0,USD
102,JNJ,2015,106.5,81.79000091552734,105.0500030517578,102.72000122070312,-2.2179931112488296,30.211515842863392,Johnson & Johnson,47816010,2475833,1.237452,Health Care,28807780.0,USD
103,JNJ,2016,126.06999969482422,94.27999877929688,101.70999908447266,115.20999908447266,13.27303128651876,33.718711632512424,Johnson & Johnson,47816010,2475833,1.237452,Health Care,28807780.0,USD
104,JNJ,2017,144.35000610351562,110.76000213623048,115.77999877929688,139.72000122070312,20.677148638636076,30.32683578858255,Johnson & Johnson,47816010,2475833,1.237452,Health Care,28807780.0,USD
105,JNJ,2018,148.99000549316406,118.62000274658205,139.66000366210938,129.0500030517578,-7.597021575354663,25.602766854983155,Johnson & Johnson,47816010,2475833,1.237452,Health Care,28807780.0,USD
106,JNJ,2019,147.83999633789062,125.0,128.1300048828125,145.8699951171875,13.845305204350822,18.2719970703125,Johnson & Johnson,47816010,2475833,1.237452,Health Care,28807780.0,USD
107,JNJ,2020,157.66000366210938,109.16000366210938,145.8699951171875,157.3800048828125,7.890594468299125,44.4301927197854,Johnson & Johnson,47816010,2475833,1.237452,Health Care,28807780.0,USD
108,JNJ,2021,179.9199981689453,151.47000122070312,157.24000549316406,171.07000732421875,8.795472747332065,18.782595047839482,Johnson & Johnson,47816010,2475833,1.237452,Health Care,28807780.0,USD
109,JNJ,2022,186.69000244140625,155.72000122070312,170.2100067138672,176.64999389648438,3.783553803298519,19.888261609251536,Johnson & Johnson,47816010,2475833,1.237452,Health Care,28807780.0,USD
110,JPM,2013,58.54999923706055,44.20000076293945,44.97999954223633,58.47999954223633,30.013339567341408,32.46605933580253,JPMorgan Chase & Co.,46625H10,2190385,1.193646,Financials,32319608.0,USD
111,JPM,2014,63.4900016784668,52.970001220703125,58.310001373291016,62.58000183105469,7.322929784254048,19.86029868855651,JPMorgan Chase & Co.,46625H10,2190385,1.193646,Financials,32319608.0,USD
112,JPM,2015,70.61000061035156,50.06999969482422,62.18000030517578,66.02999877929688,6.191699027381035,41.02257048276072,JPMorgan Chase & Co.,46625H10,2190385,1.193646,Financials,32319608.0,USD
113,JPM,2016,87.38999938964844,52.5,63.95000076293945,86.29000091552734,34.93354165139346,66.45714169456845,JPMorgan Chase & Co.,46625H10,2190385,1.193646,Financials,32319608.0,USD
114,JPM,2017,108.45999908447266,81.63999938964844,87.33999633789062,106.94000244140624,22.441042964656685,32.85154323289334,JPMorgan Chase & Co.,46625H10,2190385,1.193646,Financials,32319608.0,USD
115,JPM,2018,119.33000183105467,91.11000061035156,107.62999725341795,97.62000274658205,-9.300376068269413,30.973549590226725,JPMorgan Chase & Co.,46625H10,2190385,1.193646,Financials,32319608.0,USD
116,JPM,2019,140.0800018310547,95.94000244140624,95.9499969482422,139.39999389648438,45.284000344137766,46.00791981072361,JPMorgan Chase & Co.,46625H10,2190385,1.193646,Financials,32319608.0,USD
117,JPM,2020,141.10000610351562,76.91000366210938,139.7899932861328,127.06999969482422,-9.099359183223038,83.46118760234856,JPMorgan Chase & Co.,46625H10,2190385,1.193646,Financials,32319608.0,USD
118,JPM,2021,172.9600067138672,123.7699966430664,127.5,158.35000610351562,24.19608321844363,39.743081041407144,JPMorgan Chase & Co.,46625H10,2190385,1.193646,Financials,32319608.0,USD
119,JPM,2022,169.80999755859375,101.27999877929688,159.86000061035156,134.10000610351562,-16.11409633959921,67.66390166397338,JPMorgan Chase & Co.,46625H10,2190385,1.193646,Financials,32319608.0,USD
120,V,2013,55.68000030517578,38.48249816894531,38.540000915527344,55.66999816894531,44.44731926956567,44.68915209384339,Visa Inc. Class A,92826C83,B2PZN04,1.093691,Financials,17904552.0,USD
121,V,2014,67.33000183105469,48.709999084472656,55.3849983215332,65.55000305175781,18.353353865269586,38.22624326945954,Visa Inc. Class A,92826C83,B2PZN04,1.093691,Financials,17904552.0,USD
122,V,2015,81.01000213623047,60.0,65.84500122070312,77.55000305175781,17.776599003804673,35.01667022705078,Visa Inc. Class A,92826C83,B2PZN04,1.093691,Financials,17904552.0,USD
123,V,2016,83.95999908447266,66.12000274658203,76.05999755859375,78.0199966430664,2.5769118424737614,26.981239559632105,Visa Inc. Class A,92826C83,B2PZN04,1.093691,Financials,17904552.0,USD
124,V,2017,114.91999816894533,78.48999786376953,78.76000213623047,114.0199966430664,44.7689100437644,46.413557519016884,Visa Inc. Class A,92826C83,B2PZN04,1.093691,Financials,17904552.0,USD
125,V,2018,151.55999755859375,111.0199966430664,114.56999969482422,131.94000244140625,15.161039358339751,36.51594500211076,Visa Inc. Class A,92826C83,B2PZN04,1.093691,Financials,17904552.0,USD
126,V,2019,189.88999938964844,127.87999725341795,130.0,187.8999938964844,44.538456843449545,48.49077531128356,Visa Inc. Class A,92826C83,B2PZN04,1.093691,Financials,17904552.0,USD
127,V,2020,220.38999938964844,133.92999267578125,189.0,218.72999572753903,15.730156469597373,64.5561199448209,Visa Inc. Class A,92826C83,B2PZN04,1.093691,Financials,17904552.0,USD
128,V,2021,252.6699981689453,190.1000061035156,220.25,216.7100067138672,-1.6072614238968501,32.91425042425213,Visa Inc. Class A,92826C83,B2PZN04,1.093691,Financials,17904552.0,USD
129,V,2022,235.8500061035156,174.60000610351562,217.5200042724609,207.75999450683597,-4.4869481307106645,35.08018204975692,Visa Inc. Class A,92826C83,B2PZN04,1.093691,Financials,17904552.0,USD
130,PG,2013,85.81999969482422,68.3499984741211,68.6500015258789,81.41000366210938,18.58703838691154,25.559621961539143,Procter & Gamble Company,74271810,2704407,1.066594,Consumer Staples,25994320.0,USD
131,PG,2014,93.88999938964844,75.26000213623047,81.33000183105469,91.08999633789062,12.00048479909074,24.75418113820304,Procter & Gamble Company,74271810,2704407,1.066594,Consumer Staples,25994320.0,USD
132,PG,2015,91.79000091552734,65.0199966430664,90.83999633789062,79.41000366210938,-12.582555192171052,41.17195578987412,Procter & Gamble Company,74271810,2704407,1.066594,Consumer Staples,25994320.0,USD
133,PG,2016,90.33000183105467,74.45999908447266,78.36000061035156,84.08000183105469,7.299644175790751,21.313460840333843,Procter & Gamble Company,74271810,2704407,1.066594,Consumer Staples,25994320.0,USD
134,PG,2017,94.66999816894533,83.23999786376953,83.87999725341797,91.87999725341795,9.53743474243378,13.731379863658958,Procter & Gamble Company,74271810,2704407,1.066594,Consumer Staples,25994320.0,USD
135,PG,2018,96.9000015258789,70.7300033569336,91.91999816894533,91.91999816894533,0.0,36.99985427242298,Procter & Gamble Company,74271810,2704407,1.066594,Consumer Staples,25994320.0,USD
136,PG,2019,126.5999984741211,89.08000183105469,91.02999877929688,124.9000015258789,37.2075175225479,42.119438562905756,Procter & Gamble Company,74271810,2704407,1.066594,Consumer Staples,25994320.0,USD
137,PG,2020,146.9199981689453,94.33999633789062,124.5,139.13999938964844,11.759035654336095,55.7345811661183,Procter & Gamble Company,74271810,2704407,1.066594,Consumer Staples,25994320.0,USD
138,PG,2021,164.97999572753906,121.54000091552734,139.66000366210938,163.5800018310547,17.127307419250023,35.741315192356595,Procter & Gamble Company,74271810,2704407,1.066594,Consumer Staples,25994320.0,USD
139,PG,2022,165.35000610351562,122.18000030517578,161.69000244140625,151.55999755859375,-6.265078069055904,35.333119733599375,Procter & Gamble Company,74271810,2704407,1.066594,Consumer Staples,25994320.0,USD
140,MA,2013,83.93800354003906,50.09999847412109,50.630001068115234,83.5459976196289,65.01283005550411,67.54093033235687,Mastercard Incorporated Class A,57636Q10,B121557,0.914251,Financials,9296597.0,USD
